"CH 1","CH 2","CH 3","CH 4","CH 5","CH 6","CH 7","CH 8","CH 9","CH 10",IGCH,value,type,source
,,,,,,,8.525,,,,"Münzentrom Köln 41 (Aug. 1992)",Reference,8.525
,,,,,,,8.526,,,,"in trade",Disposition,8.526
,,,,,,,8.526,,,,"pl. LXXXII, 1-17; pl. LXXXIII, 1-17; pl. LXXXIV, 1-17; pl. LXXXV, 1-17; pl. LXXXVI, 1-17; pl. LXXXVII, 1-13",Reference,8.526
,,,,,,,8.528,,,,"in commerce",Disposition,8.528
,,,,,,,8.528,,,,"W. Weiser,SNR 61 (1982) pp. 31-40",Reference,8.528
,,,,,,,8.534,,,,"Dispersed, private coll.",Disposition,8.534
,,,,,,,8.534,,,,"R.H.J. Ashton, NC 1991, pp. 202-204.",Reference,8.534
,,,,,,,8.537,,,,"in trade",Disposition,8.537
,,,,,,,8.537,,,,"Lanz, Auktion 36, 21.4.86",Reference,8.537
,,,,,,,8.539,,,,"in trade",Disposition,8.539
,,,,,,,8.539,,,,"Bankhaus H. Aufhäuser sale 9.10.90 lots 128, 158, 212-13; 313-20",Reference,8.539
,,,,,,,8.542,,,,"Found in the sea, c. 6 metres depth",Note,8.542
,,,,,,,8.542,,,,"BCH 107 (1983) II, p. 774",Reference,8.542
,,,,,,,8.544,,,,dispersed,Disposition,8.544
,,,,,,,8.544,,,,"R. Ashton, in R. Ashton (ed.), Studies in ancient coinage from Asia Minor (forthcoming)",Reference,8.544
,,,,,,,8.561,,,856,"B. Rousséva, 'Un trésor d'alexandres du village Pet Mogili (IGCH 856)', Numismatica 1 (1986), pp. 11-34.",Reference,8.561
,,,,,,,8.561,,,856,"B. Rousséva, ‘La Circulation Monétaire en Thrace Pendant la Haute Époque Hellénistique d’Après un certain nombre de trésors trouvés en Bulgarie’, RN 1990, p. 23.",Reference,8.561
,,,,,,,8.576,,,,"Museum of History and Art Varna",Disposition,8.576
,,,,,,,8.576,,,,"K. Dimitrov, 'Early Hellenistic hoards of Alexander-type silver coins from the museum of history and art in Varna', Etudes balkaniques 3 (1989), pp. 87-110.",Reference,8.576
,,,,,,,8.577,,,,"Museum of History and Art Varna",Disposition,8.577
,,,,,,,8.577,,,,"K. Dimitrov, 'Early Hellenistic hoards of Alexander-type silver coins from the museum of history and art in Varna', Etudes balkaniques 3 (1989), pp. 87-110.",Reference,8.577
,,,,,,,8.578,,,,"Museum of History and Art Varna",Disposition,8.578
,,,,,,,8.578,,,,"K. Dimitrov, 'Early Hellenistic hoards of Alexander-type silver coins from the museum of history and art in Varna', Etudes balkaniques 3 (1989), pp. 87-110.",Reference,8.578
,,,,,,,8.595,,,1423,"968 in ANS",Disposition,8.595
,,,,,,,8.595,,,1423,"M. Thompson, 'The Armenak Hoard (IGCH 1423)', ANSMN 31 (1986), pp. 63-106, pl.6-26.",Reference,8.595
,,,,,,,8.595,,,1423,"W. Hollstein, ‘Münzen des Ptolemaios Keraunos’, SNR 1995, pp. 18-19""",Reference,8.595
,,,,,,,8.599,,,,"in trade",Disposition,8.599
,,,,,,,8.599,,,,"article by P. Kinns, CH 8 p. 90",Reference,8.599
,,,,,,,,9.020,,32,"Athens, Numismatic Museum",Disposition,9.020
,,,,,,,,9.020,,32,"The lot from this hoard in Athens is published by H. Nicolet-Pierre, 'Or perse en Grèce: deux trésors de dariques conservés à Athènes', Xarakthr, (2002) pp. 200-8.",Reference,9.020
,,,,,,,,9.021,,,"Sofia 3 (inv. no. ccxxxiv - 1979)",Disposition,9.021
,,,,,,,,9.021,,,"J. Youroukova, Archeologia 1-2 (1981) p. 126-130",Reference,9.021
,,,,,,,,9.022,,43,"The lot from this hoard in Athens is published by H. Nicolet-Pierre, ‘Or Perse en Grèce: deux trésors de dariques conservés à Athènes’, Xarakthr (2002), pp. 200–8.",Reference,9.022
,,,,,,,,9.055,,,"Athens, Numismatic Museum",Disposition,9.055
,,,,,,,,9.055,,,"David M. Robinson, Excavations at Olynthus, Part XI: Necrolynthia: A Study in Greek Burial Customs and Anthropology. Baltimore (1942), p. 108.  ",Reference,9.055
,,,,,,,,9.055,,,"P. Tselekas NC 156 (1996), pp. 249-59, no. 28.",Reference,9.055
,,,,,,,,9.083,,,"Private collection, USA",Disposition,9.083
,,,,,,,,9.083,,,"K. Liampi, 'A hoard of bronze coins of Alexander the Great‚' in R. Ashton, S. Hurter, G. Le Rider and R. Bland (eds.) Studies in Greek Numismatics in Memory of Martin Jessop Price. London (1998), pp. 257-53.",Reference,9.083
,,,,,,,,9.084,,,"found in a tomb",Note,9.084
,,,,,,,,9.084,,,"Thessaloniki Archaeological Museum",Disposition,9.084
,,,,,,,,9.084,,,"To be published by Chr. Gatzolis and S. Psoma.",Note,9.084
,,,,,,,,9.085,,,"Private collection",Disposition,9.085
,,,,,,,,9.085,,,"R. Ashton, 'The Late Classical/Early Hellenistic Drachms of Knidos', RN 154 (1999), pp. 63-94, pls. 5-12.",Reference,9.085
,,,,,,,,9.088,,408,"Pot hoard",Note,9.088
,,,,,,,,9.088,,408,Sofia,Disposition,9.088
,,,,,,,,9.088,,408,"B. Ruseva, 'The gold staters from Krivodol, Vraca district', MNJ 2 (1996), pp. 33-40 publishes a listing and photographs.",Reference,9.088
,,,,,,,,9.094,,409,"M. Roska, Erdély régészeti repertoriuma. I. Öskor (Kolozsvár, 1941). J",Reference,9.094
,,,,,,,,9.094,,409,"Winkler, ‘Contributii Numismatice la istoria Daciei’, SCS Ser. 3. 1–2 (1955), pp. 13–180. ",Reference,9.094
,,,,,,,,9.094,,409,"M. Torbágyi, ‘Griechischer Münzumlauf im Karpatenbecken’, Acta Archaeologica Academiae Scientarium Hungaricae 43 (1991), pp. 25–55. ",Reference,9.094
,,,,,,,,9.097,,,"Found with a pair of gold earrings and two gold rings, in excavations",Note,9.097
,,,,,,,,9.097,,,"XVIII Ephorate of Prehistoric and Classical Antiquities",Disposition,9.097
,,,,,,,,9.097,,,"M. Lilimbaki-Akamati, 'Thesauros apo ten perioche tou kanaliou tes Pellas', in Myrtos (Thessalonike, 2000), pp. 377-91.",Reference,9.097
,,,,,,,,9.102,,47,"Pot hoard",Note,9.102
,,,,,,,,9.102,,47,"Athens 6",Disposition,9.102
,,,,,,,,9.102,,47,"For discovery, contents and burial see I. Touratsoglou, ‘Statères d’Alexandre et statères de Cyzique: le trésor du Pirée, 1882 (IGCH 47)’ in M. Amandry, S. Hurter, and D. Bérend. Travaux De Numismatique Grecque Offerts à Georges Le Rider. London (1999), pp. 352–7, pl. 34.",Reference,9.102
,,,,,,,,9.121,,,"In commerce",Disposition,9.121
,,,,,,,,9.121,,,"Die links, weights, die axes, conditions and some photos with C. Lorber.",Note,9.121
,,,,,,,,9.129,,,"Pot hoard in excavations",Note,9.129
,,,,,,,,9.129,,,Athens,Disposition,9.129
,,,,,,,,9.129,,,"M. Oeconomides, ‘Le trésor d’Épidaure 1977’ in Travaux Le Rider, pp. 307–311, pls. 31–3.",Reference,9.129
,,,,,,,8.241,9.140,,,"Shumen (inv. nos. 11877-8)",Disposition,9.140
,,,,,,,8.241,9.140,,,"J. Youroukova, Archeologia 1-2 (1981) p. 126-130",Reference,8.241
,,,,,,,8.241,9.140,,,"For corrected identification of these two coins, see K. Dimitrov, 'The contacts of Thrace during the early Hellenistic age, reflected in some coin hoards', Bulgarian Historical Review 4 (1990) pp. 47-65.",Reference,9.140
,,,,,,,,9.144,,850,"K. Dimitrov, 'The contacts of Thrace during the early Hellenistic age, reflected in some coin hoards', Bulgarian Historical Review 4 (1990) pp. 47-65.",Reference,9.144
,,,,,,,,9.144,,850,Athens,Disposition,9.144
,,,,,,,,9.145,,,"K. Dimitrov, 'The contacts of Thrace during the early Hellenistic age, reflected in some coin hoards', Bulgarian Historical Review 4 (1990) pp. 47-65.",Reference,9.145
,,,,,,,,9.145,,,"Sofia 46",Disposition,9.145
,,,,,,,,9.146,,,Veles,Disposition,9.146
,,,,,,,,9.146,,,"G. Petacki, 'A Hellenistic Hoard from the village Furka, Gevgelija', Macedonian Numismatic Journal  (Skopje), 1 (1994), pp. 39-47.",Reference,9.146
,,,,,,,,9.148,,91,"For the revised burial date of this hoard on the basis of its Rhodian and Athenian contents, see R. Ashton, ‘Rhodian Coinage and the Colossus’, RN6 30 (1988), p. 84 n. 21 ",Reference,9.148
,,,,,,,,9.148,,91,"H. Nicolet-Pierre and J.A. Kroll, ‘Athenian Tetradrachm Coinage of the Third Century BC’, AJN 2 (1990), p. 23, no. 2.",Reference,9.148
,,,,,,,,9.170,,,"Private collection, Athens",Disposition,9.170
,,,,,,,,9.170,,,"C. Lagos, ‘A hoard of the Chremonidian War’, NC 156 (1996), pp. 272–277, pl. 48.",Reference,9.170
,,,,,,7.069,8.298,9.179,,,"In commerce.",Disposition,9.179
,,,,,,7.069,8.298,9.179,,,"P Requier, Un tresor de monnaies d'argent enfoui en Argolide au IIIe siècle av J.C.' BSFN April 1992 no. 4 pp. 289-297.",Reference,8.298
,,,,,,7.069,8.298,9.179,,,"P. Requier, ‘Le monnayage d’Épidaure à la lumière d’un nouveau trésor’, SNR 72 (1993), pp. 29-46.",Reference,9.179
,,,,,,,,9.180,,162,"The listing for the coins in the name of Antigonus should read:
Antigonus: 5 tetradr. (4 Pan head; 1 Poseidon head)",Note,9.180
,,,,,,,,9.180,,162,Athens,Disposition,9.180
,,,,,,,,9.180,,162,"H. Nicolet-Pierre and J.A. Kroll, 'Athenian Tetradrachm Coinage of the Third Century BC', AJN 1990, p. 27, no. 14.",Reference,9.180
,,,,,,,,9.187,,,Silistra,Disposition,9.187
,,,,,,,,9.187,,,"K. Dimitrov, ‘The contacts of Thrace during the early Hellenistic age, reflected in some coin hoards’, Bulg. Hist. Rev. 4 (1990), pp. 47–65. ",Reference,9.187
,,,,,,,,9.187,,,"Cf. B. Rousséva, ‘La circulation monétaire en Thrace pendant la haute époque hellénistique d’après un certain nombre de trésors trouvés en Bulgarie’, RN6 32 (1990), p. 23, n. 34.  ",Reference,9.187
,,,,,,,,9.189,,,"Athens, Numismatic Museum",Disposition,9.189
,,,,,,,,9.189,,,"M. Oeconomides, ‘The 1979 Tricala Hoard of Alexanders’, in R. Ashton, S. Hurter, G. Le Rider and R. Bland (eds.) Studies in Greek Numismatics in Memory of Martin Jessop Price. London (1998), pp. 301–5.",Reference,9.189
,,,,,,,,9.193,,141,"This entry is to be deleted. The coins listed in IGCH are in fact the Athenian content of IGCH 168 (Larissa environs, 1937-8 = CH 9.000 ) now in Athens. ",Note,9.193
,,,,,,,,9.193,,141,"See H. Nicolet-Pierre and J.A. Kroll, 'Athenian Tetradrachm Coinage of the Third Century BC', AJN 2 (1990), pp. 25-6, no. 10.",Reference,9.193
,,,,,,,,9.194,,175,"For publication of the portion preserved in Athens and revision of burial date, see O. Picard, Chalcis et la confédération eubéenne (Paris, 1979), pp. 153–63, pls. 27–9.",Reference,9.194
,,,,,,,,9.195,,176,"For revision of the burial date on the basis of the Alexander content, see H.A. Troxell, ‘The Peloponnesian Alexanders’, ANSMN 17 (1971), pp. 41–94. ",Reference,9.195
,,,,,,,,9.195,,176,"Cf. H. Nicolet-Pierre and J.A. Kroll, ‘Athenian Tetradrachm Coinage of the Third Century BC’, AJN  2 (1990), p. 28, no. 15.",Reference,9.195
,,,,,,,,9.196,,,"in commerce",Disposition,9.196
,,,,,,,,9.196,,,"U. Wartenberg and J.H. Kagan, ‘Some comments on a new hoard from the Balkan area’ in Travaux Le Rider, pp. 395–407, pls. 40–5.",Reference,9.196
,,,,,,,,9.200,,,Athens,Disposition,9.200
,,,,,,,,9.200,,,"I. Touratsoglou, Disiecta Membra.  ",Reference,9.200
,,,,,,,,9.200,,,"Cf. reviews by R. Ashton, NCirc (1996), pp. 9–10 and F. de Callataÿ, RBN 142 (1996), pp. 296–99.",Reference,9.200
,,,,,,,,9.201,,,Sparta,Disposition,9.201
,,,,,,,,9.201,,,"AR 1998–9, p. 31, fig. 37. ",Reference,9.201
,,,,,,,,9.201,,,"A. van der Vin, ‘A Coin Hoard in Geraki’, Pharos 6 (1998), pp. 71–81.",Reference,9.201
,,,,,,,,9.201,,,"pot hoard",Note,9.201
,,,,,,,8.367,9.214,,,"Now published by P. Popovic, ‘Bronze Coin hoard from Kyme’, Numizmaticar 18/19 (1996), pp. 5–12 (the coins are AE, not AR as stated in CH 8).",Reference,9.214
,,,,,,,,9.220,,,"Dacia 9–10, (1941–44), pp. 201–229. ",Reference,9.220
,,,,,,,,9.220,,,"A. Kerenyi, NK 43 (1944), pp. 9–14. ",Reference,9.220
,,,,,,,,9.220,,,"M. Torbágyi, ‘Griechischer Münzumlauf im Karpatenbecken’, Acta Archaeologica Academiae Scientarium Hungaricae 43 (1991), pp. 25–55. ",Reference,9.220
,,,,,,,,9.221,,,Paris,Disposition,9.221
,,,,,,,,9.221,,,"C. Lagos, NC 156, 1996, p. 277.",Reference,9.221
,,,,,,,,9.222,,,Berlin,Disposition,9.222
,,,,,,,,9.222,,,"C. Lagos, NC 156, 1996, p. 277.",Reference,9.222
,,,,,,,,9.235,,232,"Pot hoard",Note,9.235
,,,,,,,,9.235,,232,Athens,Disposition,9.235
,,,,,,,,9.235,,232,"I. Touratsoglou and H. Tsourti, ‘Contribution to the Circulation of the Achaean League Triobols in Mainland Greece and the Peloponnese: The evidence of the hoards’ in Achaia und Elis in der Antike, Meletemata 13 (Athens, 1991), pp. 171–188.  ",Reference,9.235
,,,,,,,,9.235,,232,"R.H.J. Ashton, ‘More Pseudo-Rhodian Drachms from Mainland Greece’, NC 157 (1997), pp. 189–190, n. 2.",Reference,9.235
,,,,,,,,9.236,,,"Private collection",Disposition,9.236
,,,,,,,,9.236,,,"R.H.J. Ashton, ‘More Pseudo Rhodian Drachms from Central Greece’, NC 160 (2000), pp. 93–116.",Reference,9.236
,,,,,,,8.419,9.238,,,"In commerce",Disposition,9.238
,,,,,,,,9.238,,,"On this hoard see further: R.H.J. Ashton, ‘Pseudo-Rhodian Drachms from Central Greece’, NC 155 (1995), pp. 3, 6–7.",Reference,9.238
,,,,,,,,9.238,,,"R.H.J. Ashton, ‘More Pseudo-Rhodian Drachms from Mainland Greece’, NC 157 (1997), p. 190.",Reference,9.238
,,,,,,,8.425,9.239,,,"In commerce",Disposition,9.239
,,,,,,,,9.239,,,"R.H.J. Ashton, ‘Pseudo-Rhodian Drachms from Central Greece’, NC  155 (1995), pp. 4, 6–7, 15. ",Reference,9.239
,,,,,,,,9.239,,,"For a full listing of the hoard see  R. H. J. Ashton & J. A. W. Warren, ‘A Hoard of Western Greek and Pseudo-Rhodian Silver’, RBN 143 (1997), pp. 5–16 at 15–16.",Reference,9.239
,,,,,,,,9.240,,,Dispersed,Disposition,9.240
,,,,,,,,9.243,,233,Thebes,Disposition,9.243
,,,,,,,,9.243,,233,"I. Touratsoglou and H. Tsourti, 'Contribution to the Circulation of the Achaean League Triobols in Mainland Greece and the Peloponnese: The evidence of the hoards', Achaia und Elis in der Antike, Meletemata 13 (Athens, 1991), pp. 171-188.  ",Reference,9.243
,,,,,,,,9.243,,233,"R.H.J. Ashton, 'Pseudo-Rhodian Drachms from Central Greece', NC (1995), pp. 16-17.",Reference,9.243
,,,,,,,8.085,9.247,,237,"Thessalonike 103, Athens (formerly Volos) 600, remainder dispersed.",Disposition,9.247
,,,,,,,8.085,9.247,,237,"Now published by M.J. Price, 'The Larissa, 1968 Hoard (IGCH 237)', in KME, pp. 234-43, pls. 54-5.",Reference,9.247
,,,,,,,,9.248,,,"Three lots dispesred separately in commerce.",Disposition,9.248
,,,,,,,,9.248,,,"R. Ashton & J. Warren, ‘A Hoard of Western Greek and Pseudo-Rhodian Silver’, RBN  143 (1997), pp. 5–16, pls. i–ii.",Reference,9.248
,,,,,,,,9.253,,,Dispersed,Disposition,9.253
,,,,,,,,9.253,,,"I. Mirnik, ‘Remains of a Hellenistic Silver Coin Hoard’, Annotazioni Numismatiche  7 (1992), pp. 126–128.",Reference,9.253
,,,,,,,,9.314,,,"Larisa, Greece, Town Hall coin collection",Disposition,9.314
,,,,,,,,9.314,,,"C. Lagos, NC 156 (1996), p. 279.",Reference,9.314
,,,,,,,,9.319,,,Jagodina,Disposition,9.319
,,,,,,,,9.319,,,"D. Ujes, ‘Le dépot de monnaies hellénistiques en bronze provenant de Levac au Musée de Jagodina’, Numizmaticar 18/19 (1996), pp. 31–38 (English summary).",Reference,9.319
,,,,,,,,9.333,,1154,"Pot hoard",Note,9.333
,,,,,,,,9.333,,1154,"Istanbul Archaeological Museum",Disposition,9.333
,,,,,,,,9.333,,1154,"D. Williams, ‘The “Pot Hoard” Pot from the Archaic Artemision at Ephesus’, BICS 38 (1991–1993), pp. 98–103. ",Reference,9.333
,,,,,,,,9.333,,1154,"S. Karwiese, ‘The Artemisium coin hoard and the first coins of Ephesus’, RBN 137 (1991), pp. 1–28.",Reference,9.333
,,,,,,,8.600,9.334,,,"pot hoard, found in excavation",Note,9.334
,,,,,,,8.600,9.334,,,"E. Ihik, Elektronstatere aus Klazomenai. Der Schatzfund von 1989. Saarbrücker Studien zur Archäologie und Alten Geschichte, vol. V., A. Furtwängler, F. Hiller and P.R. Franke (eds.), Saarbrücken (1992)

",Reference,8.600
,,,,,,,8.600,9.334,,,"Review of Ihik by S. Hurter in SNR 1993, pp. 201-206 ",Reference,8.600
,,,,,,,8.600,9.334,,,"J. Spier, NC (1994), pp. 300-302. ",Reference,9.334
,,,,,,,8.600,9.334,,,"G. Le Rider, 'Un curieux trésor de monnaies d'electrum trouvé à Clazomènes', CRAI (1994), pp. 945-953.",Reference,9.334
,,,,,,,8.600,9.334,,,"A. Furtwängler, AA 29 (1995), pp.442-450.",Reference,9.334
,,,,,,,,9.335,,,"In commerce",Disposition,9.335
,,,,,,,,9.335,,,"To be published by U. Wartenberg.",Note,9.335
,,,,,,,,9.336,,,"London (ex Christie 7.vii.83, lots 14-20)",Disposition,9.336
,,,,,,,,9.336,,,"J. Spier in R. Ashton, S. Hurter, G. Le Rider and R. Bland (eds.), Studies in Greek Numismatics in Memory of Martin Jessop Price. London (1998), pp. 327-34.",Reference,9.336
,,,,,,,,9.337,,,"In commerce",Disposition,9.337
,,,,,,,,9.337,,,"J. Spier in R. Ashton, S. Hurter, G. Le Rider and R. Bland (eds.), Studies in Greek Numismatics in Memory of Martin Jessop Price. London (1998), pp. 327-34.",Reference,9.337
,,,,,,,,9.338,,,"Pot hoard",Note,9.338
,,,,,,,,9.338,,,"Afyon 30",Disposition,9.338
,,,,,,,,9.339,,1157,London,Disposition,9.339
,,,,,,,,9.339,,,"For correction of contents and revision of date see J. Spier, in R. Ashton, S. Hurter, G. Le Rider and R. Bland (eds.) Studies in Greek Numismatics in Memory of Martin Jessop Price. London (1998), pp. 327-34",Reference,9.339
,,,,,,,,9.340,,1158,"See H. Nicolet-Pierre and J.-N. Barrandon,  ‘Monnaies d’électrum archaïques.  Le trésor de Samos de 1894 (IGCH 1158) conservé à Paris’, RN  152 (1997), pp. 121–135 for discussion of this hoard as evidence for denominational system.",Reference,9.340
,,,,,,,,9.341,,,"In commerce",Disposition,9.341
,,,,,,,,9.341,,,"To be published by U. Wartenberg.",Note,9.341
,,,,,,,,9.342,,,Paris,Disposition,9.342
,,,,,,,,9.342,,,"SNG Delepierre  2793-4 with hoard index.",Reference,9.342
,,,,,,,,9.343,,1789,Teheran,Disposition,9.343
,,,,,,,,9.343,,1789,"For the corrected listing of these groups, see J.H. Kagan, ‘An Archaic Greek Coin Hoard from the Eastern Mediterranean and Early Cypriot Coinage’, NC 154 (1994), pp. 36–43, pls. 6–7. ",Reference,9.343
,,,,,,,,9.343,,1789,"For discussion of their significance and content, cf. M. Cool Root, ‘Evidence from Persepolis for the dating of Persian and Archaic Greek coinage’, NC 148 (1988), pp. 8–12  and eand., ‘The Persian archer at Persepolis: Aspects of chronology, style and symbolism’, REA 91 (1989), pp. 33–50. ",Reference,9.343
,,,,,,,,9.343,,1789,"P. Calmeyer, ‘Das Datum der Gründungsinschrift vom Apadana und die Krone der ältesten “Bogenschützen”’, ibid., pp. 51–9 suggests down-dating the deposit to c. 499–5 BC.",Reference,9.343
,,,,,,,,9.344,,1166,"Izmir Archaeological Museum",Disposition,9.344
,,,,,,,,9.344,,1166,"Now published by P. Aydemir in Izmir I, pp. 23-4, pl. I.",Reference,9.344
,,,,,,,,9.345,,1169,"Oxford 10",Disposition,9.345
,,,,,,,,9.345,,1169,"For the attribution of the coinage contained in this hoard see J.H. Kagan and B. Kritt, ‘The Coinage of Kindya’, NC 155 (1995), p. 261–265.",Reference,9.345
,,,,,,,8.019,9.347,,,"Found with 2 AR fibulae",Note,9.347
,,,,,,,8.019,9.347,,,"ingots all corroded, many cut",Note,9.347
,,,,,,,8.019,9.347,,,"In commerce.",Disposition,9.347
,,,,,,,8.019,9.347,,,"Now published by J.H. Kagan, ‘An Archaic Greek Coin Hoard from the Eastern Mediterranean and Early Cypriot Coinage’, NC 154 (1994), pp. 17–52.",Reference,9.347
,,,,,,,8.038,9.348,,1170,"London and Paris",Disposition,9.348
,,,,,,,8.038,9.348,,1170,"For the attribution of the coinage contained in this hoard see J.H. Kagan and B. Kritt, ‘The Coinage of Kindya’, NC 155 (1995), p. 261–265.",Reference,9.348
,,,,,,,,9.349,,,"In commerce",Disposition,9.349
,,,,,,,,9.349,,,"N. Vismara, Ripostigli D'epoca Pre-ellenistica (6.-4. Sec. A. C.) Con Monete Della Lycia Arcaica : Aspetti E Problemi Di Distribuzione E Di Circolazione : Catalogo Dei Ritrovamenti Di Lycia (?) 1972 (?) E Lycia (?) 1973 (?). Milan (1999), pp. 93, 152-7, Pl.1-3.",Reference,9.349
,,,,,,,,9.349,,,"For discussion of the composition of this hoard, see further the review by Spier, NC 2000 (forthcoming).",Reference,9.349
,,,,,,,,9.350,,,"Okray Collection",Disposition,9.350
,,,,,,,,9.350,,,"Greek Coin Hoards in Turkey (1999), p. 41, nos. 758-61.",Reference,9.350
,,,,,,,,9.354,,,"In commerce",Disposition,9.354
,,,,,,,,9.354,,,"N. Vismara, Ripostigli D'epoca Pre-ellenistica (6.-4. Sec. A. C.) Con Monete Della Lycia Arcaica : Aspetti E Problemi Di Distribuzione E Di Circolazione : Catalogo Dei Ritrovamenti Di Lycia (?) 1972 (?) E Lycia (?) 1973 (?). Milan (1999), p.103, no. 16.",Reference,9.354
,,,,,,,,9.355,,1482,"For discussion of this hoard, its historical background and a proposed burial date of c. 454 BC, see H.B. Mattingly, ‘The Jordan Hoard (IGCH 1482) and Kimon’s last campaign’, ProcINC X, pp. 59–64  and id. ‘A new light on the early silver coinage of Teos’, SNR 73 (1994), p. 8. ",Reference,9.355
,,,,,,,,9.355,,1482,"Cf. J. Elayi and A.G. Elayi, Trésors De Monnaies Phéniciennes Et Circulation Monétaire (Ve-IVe Siècles Avant J.-C.). Paris (1993), pp. 240–1, no. 53.",Reference,9.355
,,,,,,,8.587,9.356,,,"Found in a bronze box in excavation, together with gold and silver bullion.",Note,9.356
,,,,,,,8.587,9.356,,,"M. Dunand, Fouilles de Byblos II 1933-8 (Paris, 1958) p. 67-9, figs. 44-5. ",Reference,9.356
,,,,,,,8.587,9.356,,,"J. Elayi and A.G. Elayi, Trésors De Monnaies Phéniciennes Et Circulation Monétaire (Ve-IVe Siècles Avant J.-C.). Paris (1993), pp. 87-90, no. 10.",Reference,9.356
,,,,,,,8.587,9.357,,1481,"Published with photos in J. Elayi and A.G. Elayi, Trésors De Monnaies Phéniciennes Et Circulation Monétaire (Ve-IVe Siècles Avant J.-C.). Paris (1993), pp. 115-6, no. 17, pl.18.",Reference,9.357
,,,,,,,8.047,9.358,,,"In commerce?",Disposition,9.358
,,,,,,,8.047,9.358,,,"D. MacDonald, ‘A note on CH VIII, no.47: Ionia 1983’, NC 155 (1995), pp. 321–323, pl. 50.",Reference,9.358
,,,,,,,,9.359,,,Dispersed,Disposition,9.359
,,,,,,,,9.359,,,"S. Hurter, ‘Lions and lionesses, eagles and a few heads: a new uncertain mint in Caria’, in A. Burnett, U. Wartenberg, and R. Witschonke (eds.) Coins of Macedonia and Rome: Essays in Honour of Charles Hersh. London (1998), pp. 109–12, pls. 8–9.",Reference,9.359
,,,,,,,,9.361,,,"ANS 6",Disposition,9.361
,,,,,,,,9.361,,,"H.A. Troxell, ‘Carians in Miniature’, in Mildenberg Studies, pp. 250–7, pl. 40.",Reference,9.361
,,,,,,,8.587,9.362,,1483,"Found with jewelry",Note,9.362
,,,,,,,8.587,9.362,,1483,"For discussion of the contents of this hoard, and listing of the Phoenician contents, see J. Elayi and A.G. Elayi, Trésors De Monnaies Phéniciennes Et Circulation Monétaire (Ve-IVe Siècles Avant J.-C.). Paris (1993), pp. 241-5, no. 54.",Reference,9.362
1.014,,,,,,,8.587,9.363,,,"For listing and redating of this hoard, see J. Elayi and A.G. Elayi, Trésors De Monnaies Phéniciennes Et Circulation Monétaire (Ve-IVe Siècles Avant J.-C.). Paris (1993), pp. 149-51, no. 29.",Reference,9.363
,,,,,,,8.009|8.587,9.364,,1747,"found with ingots and jewelry",Note,9.364
,,,,,,,8.009|8.587,9.364,,1747,"For the revised burial date of this hoard on the basis of the Phoenician content, see J. Elayi and A.G. Elayi, Trésors De Monnaies Phéniciennes Et Circulation Monétaire (Ve-IVe Siècles Avant J.-C.). Paris (1993), pp. 268-70, no. 61.",Reference,9.364
,,,,,,,,9.365,,,"Istanbul 76 (inv. no. 890)",Disposition,9.365
,,,,,,,,9.365,,,"Gökyildirim, ‘Vth c. BC coin hoard from Thrace – Örcünlü’, in U. Peter (ed.), Stephanos Nomismatikos: Edith Schönert-Geiss Zum 65. Geburtstag. Berlin (1998), pp. 279–93.",Reference,9.365
,,,,,,,,9.370,,,London,Disposition,9.370
,,,,,,,,9.370,,,"N. Hardwick, ‘The Coinage of Chios from the VIth to the IVth century B.C.’, in ProcINC XI (Louvain, 1993), 1, pp. 215, n. 31; id. ‘The Solution to Thucydides viii.101.1: the Chian Fortieth’, QT 25 (1996), p. 63, and n. 19.",Reference,9.370
,,,,,,,,9.371,,,"Izmir Archaeological Museum",Disposition,9.371
,,,,,,,,9.371,,,"P. Aydemir in Izmir I, pp. 73-91, pls. XXI-XXXIII.",Reference,9.371
,,,,,,,,9.375,,,Unknown,Disposition,9.375
,,,,,,,,9.375,,,"W. Schwabacher, SM 9 (1959), p. 19.",Reference,9.375
,,,,,,,,9.375,,,"cf. J. Kagan AJN 3-4 (1992), p. 199.",Reference,9.375
,,,,,,,,9.376,,,Dispersed.,Disposition,9.376
,,,,,,,,9.376,,,"N. Hardwick, ‘The Coinage of Chios from the VIth to the IVth century B.C.’, ProcINC XI I, pp. 215, n. 31; id. ‘The Solution to Thucydides viii.101.1: the Chian Fortieth’, QT 25 (1996), p. 63. ",Reference,9.376
,,,,,,,8.587,9.377,,1256,"Paris 9",Disposition,9.377
,,,,,,,8.587,9.377,,1256,"For redating on the basis of the Phoenician issues, see J. Elayi and A.G. Elayi, Trésors De Monnaies Phéniciennes Et Circulation Monétaire (Ve-IVe Siècles Avant J.-C.). Paris (1993), pp. 265-6, no. 61.",Reference,9.377
,,,,,,,,9.379,,1247,"pot hoard in excavations",Note,9.379
,,,,,,,,9.379,,1247,Ankara,Disposition,9.379
,,,,,,,,9.379,,1247,"To be published by K.W. Harl in forthcoming volume of Gordion excavations.",Reference,9.379
,,,,,,,,9.380,,1197,"New York",Disposition,9.380
,,,,,,,,9.380,,,"G. Le Rider, ‘Les Trouvailles Monétaires dans le Temple d’Artémis à Sardes (IGCH 1299 et 1300)’, RN6 33 (1991), p. 86, note 49 suggests that the Croesid may be an intrusion.",Reference,9.380
,,,,,,,,9.385,,,"In commerce",Disposition,9.385
