Contents,Mints,CH 1,CH 2,CH 3,CH 4,CH 5,CH 6,CH 7,CH 8,CH 9,CH 10,IGCH,Coin count,min coin count,max coin count,coin count approximate,coin count uncertain,Hacksilver coint,Ingot count,lot,Mint 1 URI,Mint 2 URI,mint uncertain,Authority 1 URI,Authority 2 URI,authority uncertain,Stated authority,Dynasty URI,Material 1 URI,Material 2 URI,material uncertain,Denomination 1 URI,Denomination 2 URI,denomination uncertain,Region 1 URI,Region 2 URI,Region 3 URI,Authenticity
,,,,,,,,,,9.517,,,1,,,,,,,,http://nomisma.org/id/assus,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,,9.517,,,23,,,,,,,,http://nomisma.org/id/cyme_aeolis,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,,9.517,,,12,,,,,,,,http://nomisma.org/id/myrina_aeolis,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,,9.517,,,39,,,,,,,,http://nomisma.org/id/temnus,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,,9.517,,,1,,,,,,,,http://nomisma.org/id/methymna,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,,9.517,,,7,,,,,,,,http://nomisma.org/id/mytilene,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,,9.517,,,1,,,,,,,,http://nomisma.org/id/chios,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,,9.517,,,34,,,,,,,,http://nomisma.org/id/alabanda,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,,9.517,,,1,,,,,,,,http://nomisma.org/id/halicarnassus,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,,9.517,,,1,,,,,,,,http://nomisma.org/id/nisyros,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,,9.517,,,68,,,,,,,,http://nomisma.org/id/phaselis,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,,9.517,,,118,,,,,,,,http://nomisma.org/id/aspendus,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,,9.517,,,4,,,,,,,,http://nomisma.org/id/magydus,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,,9.517,,,44,,,,,,,,http://nomisma.org/id/perge,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,,9.517,,,13,,,,,,,,,,TRUE,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,,9.517,,,13,,,,,,,,http://nomisma.org/id/side,,,,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
269+ AR,Side: 269 tetradrs.,,,,,,,,,9.518,,,269,,,,,,,,http://nomisma.org/id/side,,,,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
391 AE,"Amisos 315
Pimolisa: 2
Sinope: 25
Cabeira: 4
Amastris: 38
Chabacta: 4
Comana: 3",,,,,,,,,9.519,,,315,,,,,,,,http://nomisma.org/id/amisus,,,,,,,,http://nomisma.org/id/ae,,,,,,,,,
,,,,,,,,,,9.519,,,2,,,,,,,,http://nomisma.org/id/pimolisa,,,,,,,,http://nomisma.org/id/ae,,,,,,,,,
,,,,,,,,,,9.519,,,25,,,,,,,,http://nomisma.org/id/sinope,,,,,,,,http://nomisma.org/id/ae,,,,,,,,,
,,,,,,,,,,9.519,,,4,,,,,,,,http://nomisma.org/id/cabeira,,,,,,,,http://nomisma.org/id/ae,,,,,,,,,
,,,,,,,,,,9.519,,,38,,,,,,,,http://nomisma.org/id/amastris,,,,,,,,http://nomisma.org/id/ae,,,,,,,,,
,,,,,,,,,,9.519,,,4,,,,,,,,http://nomisma.org/id/chabacta,,,,,,,,http://nomisma.org/id/ae,,,,,,,,,
,,,,,,,,,,9.519,,,3,,,,,,,,http://nomisma.org/id/comana,,,,,,,,http://nomisma.org/id/ae,,,,,,,,,
7+ AE,Cos:  7,,,,,,,,,9.520,,,7,,,,,,,,http://nomisma.org/id/cos,,,,,,,,http://nomisma.org/id/ae,,,,,,,,,
560+ AR,Side 560,,,,,,,,,9.521,,,560,,,,,,,,http://nomisma.org/id/side,,,,,,,,http://nomisma.org/id/ar,,,,,,,,,
c. 400 AR,"Halicarnassus: 10-20 drs.
Myndus: 300 drs.
Uncert.: 60 frs.",,,,,,,,,9.522,,,,10,20,,,,,,http://nomisma.org/id/halicarnassus,,,,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,,9.522,,,300,,,,,,,,http://nomisma.org/id/myndus,,,,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,,9.522,,,60,,,,,,,,,,TRUE,,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/fraction,,,,,,
AR,"Cistophori:
  Pergamum
  Ephesus
  Tralles",,,,,,,,,9.524,,,,,,,,,,,http://nomisma.org/id/pergamum,,,,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/cistophorus,,,,,,
,,,,,,,,,,9.524,,,,,,,,,,,http://nomisma.org/id/ephesus,,,,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/cistophorus,,,,,,
,,,,,,,,,,9.524,,,,,,,,,,,http://nomisma.org/id/tralles,,,,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/cistophorus,,,,,,
53 AR,Mylasa: 53 dr. (Ps. Rhodian Eagle on cheek),,,,,,,,,9.525,,,53,,,,,,,,http://nomisma.org/id/mylasa,,,,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
60 AR,"CH 8:
Demetrius I, Antioch: 5 tetradr.
16 dr.
Alexander I Balas, Antioch: 1 tetradr.
12 dr.
Alexander I Balas, Beirut: 2 tetradr.
Demetrius II, Antioch: dr. (not from the hoard?)
Demetrius II, Tyre: 3 tetradr.
Ephesus: 15 dr.
Aradus: 6 dr.",,,,,,,,8.467,9.526,,,5,,,,,,,,http://nomisma.org/id/antiocheia_syria,,,http://nomisma.org/id/demetrius_i_soter,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.467,9.526,,,16,,,,,,,,http://nomisma.org/id/antiocheia_syria,,,http://nomisma.org/id/demetrius_i_soter,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.467,9.526,,,1,,,,,,,,http://nomisma.org/id/antiocheia_syria,,,http://nomisma.org/id/alexander_i_balas,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.467,9.526,,,12,,,,,,,,http://nomisma.org/id/antiocheia_syria,,,http://nomisma.org/id/alexander_i_balas,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.467,9.526,,,2,,,,,,,,http://nomisma.org/id/berytus,,,http://nomisma.org/id/alexander_i_balas,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.467,9.526,,,1,,,,,,,,http://nomisma.org/id/antiocheia_syria,,,http://nomisma.org/id/demetrius_ii_nicator,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.467,9.526,,,3,,,,,,,,http://nomisma.org/id/tyre,,,http://nomisma.org/id/demetrius_ii_nicator,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,8.467,9.526,,,15,,,,,,,,http://nomisma.org/id/ephesus,,,,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,8.467,9.526,,,6,,,,,,,,http://nomisma.org/id/aradus,,,,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
129 AR,"Alexander III
Byblos: 1 (Price 3426) Cyme: 1 (Price 1642)
Temnos: 1 (Price 1690) Alabanda: 1 (Price 2464)
Demetrius Poliorcetes Pella: 1 (Newell 85)
Perseus: 1 (Mamroth 4)
Macedonia, 1st region: 1
Athens: 2 (Thompson 68, 65-73)
Prusias II: 1
Lysimachus (posthum.) Byzantium: 1 Abydus: 1
Cyzicus: 1 Parium: 1
",,,,,,,,,9.527,,,1,,,,,,,,http://nomisma.org/id/byblus,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,,9.527,,,1,,,,,,,,http://nomisma.org/id/cyme_aeolis,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,,9.527,,,1,,,,,,,,http://nomisma.org/id/temnus,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,,9.527,,,1,,,,,,,,http://nomisma.org/id/alabanda,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,,9.527,,,1,,,,,,,,http://nomisma.org/id/pella_macedon,,,http://nomisma.org/id/demetrius_i,,,,,http://nomisma.org/id/ar,,,,,,,,,
,,,,,,,,,,9.527,,,1,,,,,,,,,,,http://nomisma.org/id/perseus,,,,,http://nomisma.org/id/ar,,,,,,,,,
,,,,,,,,,,9.527,,,1,,,,,,,,http://nomisma.org/id/macedonia_1st_region,,,,,,,,http://nomisma.org/id/ar,,,,,,,,,
,,,,,,,,,,9.527,,,2,,,,,,,,http://nomisma.org/id/athens,,,,,,,,http://nomisma.org/id/ar,,,,,,,,,
,,,,,,,,,,9.527,,,1,,,,,,,,,,,http://nomisma.org/id/prusias_ii_bithynia,,,,,http://nomisma.org/id/ar,,,,,,,,,
,,,,,,,,,,9.527,,,1,,,,,,,,http://nomisma.org/id/byzantium,,,http://nomisma.org/id/lysimachus,,,,,http://nomisma.org/id/ar,,,,,,,,,
,,,,,,,,,,9.527,,,1,,,,,,,,http://nomisma.org/id/abydus,,,http://nomisma.org/id/lysimachus,,,,,http://nomisma.org/id/ar,,,,,,,,,
,,,,,,,,,,9.527,,,1,,,,,,,,http://nomisma.org/id/cyzicus,,,http://nomisma.org/id/lysimachus,,,,,http://nomisma.org/id/ar,,,,,,,,,
,,,,,,,,,,9.527,,,1,,,,,,,,http://nomisma.org/id/parium,,,http://nomisma.org/id/lysimachus,,,,,http://nomisma.org/id/ar,,,,,,,,,
,"Alexandreia Troas: 1 (Bellinger A134)
Confed. of Athena Ilias: 1 (Bellinger T44)
Aegae: 7
Cyme: 18
Myrina: 25
Clazomenai: 1
Magnesia: 25
Miletus: 1
Smyrna: 10 (Milne 2, 3 and 5)
Alabanda: 4
",,,,,,,,,9.527,,,1,,,,,,,,http://nomisma.org/id/alexandreia_troas,,,,,,,,http://nomisma.org/id/ar,,,,,,,,,
,,,,,,,,,,9.527,,,1,,,,,,,,http://nomisma.org/id/confederation_of_athena_ilias,,,,,,,,http://nomisma.org/id/ar,,,,,,,,,
,,,,,,,,,,9.527,,,7,,,,,,,,http://nomisma.org/id/aegae_aeolis,,,,,,,,http://nomisma.org/id/ar,,,,,,,,,
,,,,,,,,,,9.527,,,18,,,,,,,,http://nomisma.org/id/cyme_aeolis,,,,,,,,http://nomisma.org/id/ar,,,,,,,,,
,,,,,,,,,,9.527,,,25,,,,,,,,http://nomisma.org/id/myrina_aeolis,,,,,,,,http://nomisma.org/id/ar,,,,,,,,,
,,,,,,,,,,9.527,,,1,,,,,,,,http://nomisma.org/id/clazomenae,,,,,,,,http://nomisma.org/id/ar,,,,,,,,,
,,,,,,,,,,9.527,,,25,,,,,,,,http://nomisma.org/id/magnesia_ad_maeandrum,,,,,,,,http://nomisma.org/id/ar,,,,,,,,,
,,,,,,,,,,9.527,,,1,,,,,,,,http://nomisma.org/id/miletus,,,,,,,,http://nomisma.org/id/ar,,,,,,,,,
,,,,,,,,,,9.527,,,10,,,,,,,,http://nomisma.org/id/smyrna,,,,,,,,http://nomisma.org/id/ar,,,,,,,,,
,,,,,,,,,,9.527,,,4,,,,,,,,http://nomisma.org/id/alabanda,,,,,,,,http://nomisma.org/id/ar,,,,,,,,,
,"Seleucus I Uncert.: 1 (WSM 1623)
Demetrius I Antioch: 3 (SMA 90, 103, 131)
Alexander I: Seleuceia: 3 Antioch: 2
Demetrius II (1st reign)
Soli: 1
Mallos: 1
Seleuceia ad Calycadnum: 1
Uncert.: 1
Antiochus VI:
Apameia: 3 (yr. 169)
Antioch: 5 (yr. 169)
Mallos: 1",,,,,,,,,9.527,,,1,,,,,,,,,,TRUE,http://nomisma.org/id/seleucus_i,,,,,http://nomisma.org/id/ar,,,,,,,,,
,,,,,,,,,,9.527,,,3,,,,,,,,http://nomisma.org/id/antiocheia_syria,,,http://nomisma.org/id/demetrius_i_soter,,,,,http://nomisma.org/id/ar,,,,,,,,,
,,,,,,,,,,9.527,,,3,,,,,,,,http://nomisma.org/id/seleuceia_ad_tigrim,,,http://nomisma.org/id/alexander_i_balas,,,,,http://nomisma.org/id/ar,,,,,,,,,
,,,,,,,,,,9.527,,,2,,,,,,,,http://nomisma.org/id/antiocheia_syria,,,http://nomisma.org/id/alexander_i_balas,,,,,http://nomisma.org/id/ar,,,,,,,,,
,,,,,,,,,,9.527,,,1,,,,,,,,http://nomisma.org/id/soli-pompeiopolis,,,http://nomisma.org/id/demetrius_ii_nicator,,,,,http://nomisma.org/id/ar,,,,,,,,,
,,,,,,,,,,9.527,,,1,,,,,,,,http://nomisma.org/id/mallus,,,http://nomisma.org/id/demetrius_ii_nicator,,,,,http://nomisma.org/id/ar,,,,,,,,,
,,,,,,,,,,9.527,,,1,,,,,,,,http://nomisma.org/id/seleuceia_ad_calycadnum,,,http://nomisma.org/id/demetrius_ii_nicator,,,,,http://nomisma.org/id/ar,,,,,,,,,
,,,,,,,,,,9.527,,,1,,,,,,,,,,TRUE,http://nomisma.org/id/demetrius_ii_nicator,,,,,http://nomisma.org/id/ar,,,,,,,,,
,,,,,,,,,,9.527,,,3,,,,,,,,http://nomisma.org/id/apameia_syria,,,http://nomisma.org/id/antiochus_vi,,,,,http://nomisma.org/id/ar,,,,,,,,,
,,,,,,,,,,9.527,,,5,,,,,,,,http://nomisma.org/id/antiocheia_syria,,,http://nomisma.org/id/antiochus_vi,,,,,http://nomisma.org/id/ar,,,,,,,,,
,,,,,,,,,,9.527,,,1,,,,,,,,http://nomisma.org/id/mallus,,,http://nomisma.org/id/antiochus_vi,,,,,http://nomisma.org/id/ar,,,,,,,,,
c. 200 AR,"Alexander III tetradrs:
Temnos: 1
Mytilene: 1
Miletus: 1
Colophon: 1
Chios: 1
Alabanda: 5
Phaselis: 18 (to yr. 26)
Aspendos: 48 (to yr. 28)
Perge: 33 (to yr. 33)
Aradus: 1 (yr. 62 = 198/7 BC)
Uncert.: 1",,,,,,,,,9.528,,1542,1,,,,,,,,http://nomisma.org/id/temnus,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,,9.528,,1542,1,,,,,,,,http://nomisma.org/id/mytilene,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,,9.528,,1542,1,,,,,,,,http://nomisma.org/id/miletus,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,,9.528,,1542,1,,,,,,,,http://nomisma.org/id/colophon,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,,9.528,,1542,1,,,,,,,,http://nomisma.org/id/chios,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,,9.528,,1542,5,,,,,,,,http://nomisma.org/id/alabanda,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,,9.528,,1542,18,,,,,,,,http://nomisma.org/id/phaselis,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,,9.528,,1542,48,,,,,,,,http://nomisma.org/id/aspendus,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,,9.528,,1542,33,,,,,,,,http://nomisma.org/id/perge,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,,9.528,,1542,1,,,,,,,,http://nomisma.org/id/aradus,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,,,,,,,,,9.528,,1542,1,,,,,,,,,,TRUE,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
207+ AR,"CH 9: Alexander III
Kyme: 1 tetradr. Temnos:  1 tetradr. Chios:  1 tetradr.
Philip V:  1 tetradr.
Macedonia 1st region (Zeus/Artemis): 1 tetradr.
Macedonia 1st region (Artemis/club): 16 tetradrs.
Athens:  20 tetradrs.
Lysimachus Heracleia Pontica:  11 tetradrs. Chersonesus Pontica:  2 tetradrs.
Byzantium: 92 tetradrs. Chalcedon: 1 tetradr.
Cyzicus:  1 tetradr. Abydus:  1 tetradr.
Tenedos:  1 tetradr.
Prusias I of Bithynia: 1 tetradr.
Prusias II of Bithynia: 20 tetradrs.
Cyzicus: 7 tetradrs.
",1.080,,3.058,,,,,8.442,9.530,,,1,,,,,,,,http://nomisma.org/id/cyme_aeolis,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,1.080,,3.058,,,,,8.442,9.530,,,1,,,,,,,,http://nomisma.org/id/temnus,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,1.080,,3.058,,,,,8.442,9.530,,,1,,,,,,,,http://nomisma.org/id/chios,,,http://nomisma.org/id/alexander_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,1.080,,3.058,,,,,8.442,9.530,,,1,,,,,,,,,,,http://nomisma.org/id/philip_v_macedon,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,1.080,,3.058,,,,,8.442,9.530,,,17,,,,,,,,http://nomisma.org/id/macedonia_1st_region,,,,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,1.080,,3.058,,,,,8.442,9.530,,,20,,,,,,,,http://nomisma.org/id/athens,,,,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,1.080,,3.058,,,,,8.442,9.530,,,11,,,,,,,,http://nomisma.org/id/heracleia_pontica,,,http://nomisma.org/id/lysimachus,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,1.080,,3.058,,,,,8.442,9.530,,,2,,,,,,,,http://nomisma.org/id/cherronesus,,,http://nomisma.org/id/lysimachus,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,1.080,,3.058,,,,,8.442,9.530,,,92,,,,,,,,http://nomisma.org/id/byzantium,,,http://nomisma.org/id/lysimachus,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,1.080,,3.058,,,,,8.442,9.530,,,1,,,,,,,,http://nomisma.org/id/calchedon,,,http://nomisma.org/id/lysimachus,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,1.080,,3.058,,,,,8.442,9.530,,,1,,,,,,,,http://nomisma.org/id/cyzicus,,,http://nomisma.org/id/lysimachus,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,1.080,,3.058,,,,,8.442,9.530,,,1,,,,,,,,http://nomisma.org/id/abydus,,,http://nomisma.org/id/lysimachus,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,1.080,,3.058,,,,,8.442,9.530,,,1,,,,,,,,http://nomisma.org/id/tenedos,,,http://nomisma.org/id/lysimachus,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,1.080,,3.058,,,,,8.442,9.530,,,1,,,,,,,,,,,http://nomisma.org/id/prusias_i_bithynia,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,1.080,,3.058,,,,,8.442,9.530,,,20,,,,,,,,,,,http://nomisma.org/id/prusias_ii_bithynia,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,1.080,,3.058,,,,,8.442,9.530,,,7,,,,,,,,http://nomisma.org/id/cyzicus,,,,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,"Ilian federation: 1 tetradr.
Attalus II: 4 tetradrs.
Ariarathes III or IV: 1 tetradr.
Antiochus III:  1 tetradr.
Antiochus IV:  6 tetradrs.
Antiochus V:  3 tetradrs.
Demetrius I: 13 tetradrs.",1.080,,3.058,,,,,8.442,9.530,,,1,,,,,,,,,,,http://nomisma.org/id/confederation_of_athena_ilias,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,1.080,,3.058,,,,,8.442,9.530,,,4,,,,,,,,,,,http://nomisma.org/id/attalus_ii_pergamum,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,1.080,,3.058,,,,,8.442,9.530,,,1,,,,,,,,,,,http://nomisma.org/id/ariarathes_iii_cappadocia,http://nomisma.org/id/ariarathes_iv_cappadocia,TRUE,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,1.080,,3.058,,,,,8.442,9.530,,,1,,,,,,,,,,,http://nomisma.org/id/antiochus_iii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,1.080,,3.058,,,,,8.442,9.530,,,6,,,,,,,,,,,http://nomisma.org/id/antiochus_iv,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,1.080,,3.058,,,,,8.442,9.530,,,3,,,,,,,,,,,http://nomisma.org/id/antiochus_v,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
,,1.080,,3.058,,,,,8.442,9.530,,,13,,,,,,,,,,,http://nomisma.org/id/demetrius_i_soter,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/tetradrachm,,,,,,
c. 26 AR,"Ephesus 15 drs.
Aradus 8 drs.
Antiochus IV:
Antioch 1 dr.
Alexander I:
Antioch 1
Antiochus VII:
Antioch 1",,,,,,,,,9.532,,,15,,,,,,,,http://nomisma.org/id/ephesus,,,,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,,9.532,,,8,,,,,,,,http://nomisma.org/id/aradus,,,,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,,9.532,,,1,,,,,,,,http://nomisma.org/id/antiocheia_syria,,,http://nomisma.org/id/antiochus_iv,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,,9.532,,,1,,,,,,,,http://nomisma.org/id/antiocheia_syria,,,http://nomisma.org/id/alexander_i_balas,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
,,,,,,,,,,9.532,,,1,,,,,,,,http://nomisma.org/id/antiocheia_syria,,,http://nomisma.org/id/antiochus_vii,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
25 AR,"Cistophori:
Pergamum: 6
Ephesus: 15
Tralles: 3
Sardes: 1",,,,,,,,,9.535,,,6,,,,,,,,http://nomisma.org/id/pergamum,,,,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/cistophorus,,,,,,
,,,,,,,,,,9.535,,,15,,,,,,,,http://nomisma.org/id/ephesus,,,,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/cistophorus,,,,,,
,,,,,,,,,,9.535,,,3,,,,,,,,http://nomisma.org/id/tralles,,,,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/cistophorus,,,,,,
,,,,,,,,,,9.535,,,1,,,,,,,,http://nomisma.org/id/sardes,,,,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/cistophorus,,,,,,
30 (+1) AE,"Phaselis: 1 prow/stern, 12 prow/Athena
Termessos: 4 Zeus/horse-forepart (to yr. 17)
Perge: 2 sphinx/Artemis
Aspendos: 2 horse forepart/sling
Kitanaura: 9 Artemis/male figure

(+1 intrusive ae of Lycian League)",,,,,,,,,9.536,,,13,,,,,,,,http://nomisma.org/id/phaselis,,,,,,,,http://nomisma.org/id/ae,,,,,,,,,
,,,,,,,,,,9.536,,,4,,,,,,,,http://nomisma.org/id/termessus_major,,,,,,,,http://nomisma.org/id/ae,,,,,,,,,
,,,,,,,,,,9.536,,,2,,,,,,,,http://nomisma.org/id/perge,,,,,,,,http://nomisma.org/id/ae,,,,,,,,,
,,,,,,,,,,9.536,,,2,,,,,,,,http://nomisma.org/id/aspendus,,,,,,,,http://nomisma.org/id/ae,,,,,,,,,
,,,,,,,,,,9.536,,,9,,,,,,,,http://nomisma.org/id/citanaura,,,,,,,,http://nomisma.org/id/ae,,,,,,,,,
16+,Rhodes: 16 plinth drs.,,,,,,,,,9.537,,,16,,,,,,,,http://nomisma.org/id/rhodes,,,,,,,,http://nomisma.org/id/ar,,,http://nomisma.org/id/drachma,,,,,,
5 AE,Kitanaura:  5 (Artemis/naked youth),,,,,,,,,9.540,,,5,,,,,,,,http://nomisma.org/id/citanaura,,,,,,,,http://nomisma.org/id/ae,,,,,,,,,
