"id","value","type"
"igch2001","Taranto","disposition"
"igch2001","Tamburello, AIIN 1954, p. 164-5","ref"
"igch2001","Stazio, AIIN 1965-7, p. 46","ref"
"igch1963","Reggio (in 1969) 4 (1 Croton  dumpy incuse; 1 Croton Apollo hd./ tripod; 1 Velia; 1 Pegasus)","disposition"
"igch1963","Toraldo, NSc 1928, p. 240","ref"
"igch1963","Catanuto, NSc 1932, pp. 393-4","ref"
"igch1963","The hd. was originally reported to contain  Metapontum, Thurium, Velia and Locri, which is probably the most reliable description of its contents. The material eventually confiscated con- sisted of the last four items above, together with a miscellany of Greek, Roman and modern AE","note"
"igch0758","Kazanlâk","disposition"
"igch0758","Gerasimov, BIAB 18 (1952), p. 404","ref"
"igch1218","Istanbul","disposition"
"igch1218","Schlumberger, L'argent grec, p. 8, no. 9","ref"
"igch1218","Barron, Samos, p. 117","ref"
"igch1218","The bronze coins mentioned by Noe belong to another hd., no. 1307 below","note"
"igch0935","Athens","disposition"
"igch0935","Varoucha, BCH 1952, p. 205","ref"
"igch0732","dispersed","disposition"
"igch0732","Mouchmov, BIAB 4 (1926-7), p. 325","ref"
"igch0732","* Noe erroneously describes the coins as  tetradr.","note"
"igch0961","dispersed","disposition"
"igch0961","Gerasimov, BIAB 11 (1937), p. 322","ref"
"igch1184","London 1; New York 3 (Lesbos  2, unc. 1); Jameson 13 (Cat. 2242, 2276-84,2292-3, 2598)","disposition"
"igch1184","Hill, NC 1925, pp. 12 f., no. 40, illus.","ref"
"igch1184","Newell's list of varieties on file in ANS","note"
"igch0884","Sofia 24","disposition"
"igch0884","Mouchmov, BIAB 1 (1921-2), p. 243","ref"
"igch0109","Herakleion","disposition"
"igch0109","Alexiou, A Delt 1964, Chronika, p. 443","ref"
"igch0109","Le Rider, Monn. crét., p. 224","ref"
"igch0109","To be published by M. Oeconomides","note"
"igch1029","Zugdidi c. 100","disposition"
"igch1029","Pakhomov III, 645","ref"
"igch1029","Zograph, &#x022;Nakhodky,&#x022; 48","ref"
"igch0640","Piatra Neamt and Bucharest  (Inst. Arch.)","disposition"
"igch0640","Mitrea, SCN 2 (1958), pp. 27-93, illus.; 3 (1960),  pp. 449-50; Dacia 1968, p. 449","ref"
"igch0265","Athens","disposition"
"igch0265","To be published by M. Oeconomides","note"
"igch1261","Copenhagen 12; London 4","disposition"
"igch1261","Robinson, NC 1948, p. 43, illus.","ref"
"igch1261","Schlumberger, L'argent grec, p. 9, no. 12","ref"
"igch1261","Jenkins, NC 1955, p. 142, illus.","ref"
"igch1261","Mørkholm, AArch 1959, p. 184, note 4","ref"
"igch0669","Pleven 2 Dyrrhachium, 63 den.","disposition"
"igch0669","Gerasimov, BIAB 25 (1962), p. 232","ref"
"igch1701","New York 8 (Antigonus 2,  Lysimachus 1, Alexander 5)","disposition"
"igch1701","Partial list by C. T. Seltman in ANS","note"
"igch1243","London 50","disposition"
"igch1243","Robinson, NC 1948, pp. 48-56, illus.","ref"
"igch1243","Schlumberger, L'argent grec, p. 9, no. 13","ref"
"igch1243","The find spot is uncertain. According to  another source the hd. was found near Konya (anc. Iconium, Lycaonia) c. 100 km. NW of Karaman, while Prof. Seyrig was informed that it came from Marash (anc. Antiocheia ad Taurum, Commagene) more than 300 km. to the E. According to Seyrig the mention of Karaman may be due to confusion with the following hd., no. 1244","note"
"igch0245","Athens 86 (all except Elis)","disposition"
"igch0245","To be published by M. Oeconomides","note"
"igch2226","Syracuse","disposition"
"igch2226","Currò Pisanò, AIIN 1962-4, p. 224","ref"
"igch1843","dispersed","disposition"
"igch1843","Whitehead, NC 1923, p. 342","ref"
"igch1082","dispersed","disposition"
"igch1082","Goshkevich, pp. 41, 73","ref"
"igch1082","Stempkovskii, Bibliograficheskie listy 24 (St. Pe- tersburg, 1825, publ. 1826), p. 336 = Journal de St. Petersbourg 1825, p. 506, no. 118","ref"
"igch0923","Nova Zagora","disposition"
"igch0923","Gerasimov, BIAB 20 (1955), p. 604","ref"
"igch1808","Paris","disposition"
"igch1808","Le Rider, Suse, pp. 245-6, illus.","ref"
"igch1808","Fischer, SM 1968, p. 10","ref"
"igch0569","Zagreb","disposition"
"igch0569","Klemenc, Numismatika Zagreb 2-4 (1934-6),  pp. 126-7, 133","ref"
"igch0569","Information from B. Saria","note"
"igch1202","dispersed","disposition"
"igch0969","Plovdiv","disposition"
"igch0969","Reported by T. Gerasimov","note"
"igch0350","New York 7 (Cydonia 1,  Eleutherna 1, Gortyna 1, Phaestus 2, Polyrhenium 2); Berlin 1 (Cydonia Athenian); London 1 (Metellus); Athens 1 (Gortyna Athenian); Lam- bros 1 (Gortyna Athenian, Hirsch Dec. 12-14, 1961, 588)","disposition"
"igch0350","Dressel, ZfN 1898, pp. 321-2; 1904, p. 70","ref"
"igch0350","Raven, NC 1938, pp. 151-2","ref"
"igch0350","Raven suggests (p. 152, note 35) that 5  other Cretan tetradrs. of Athenian type may belong to this hd.: 3 in London (Gortyna, Polyrhenium, Pri- ansus), 1 in Berlin (Gortyna) and cast in Berlin (Lappa)","note"
"igch0679","Veliko Târnovo 55","disposition"
"igch0679","Gerasimov, BIAB 29 (1966), p. 213","ref"
"igch0153","Athens","disposition"
"igch0153","Oeconomides, A Delt 1966, Chronika, p. 10, illus.;  1967, Chronika, p. 9, illus.","ref"
"igch0153","Le Rider, Monn. crét., pp. 62 (20h), 65 (22e), 74  (46a), 76 (50c)-the Gortyna st.","ref"
"igch0153","Possibly part of the great hd. of 1953,  no. 152 above","note"
"igch0105","unknown","disposition"
"igch0105","Benton, BSA 1938-9, p. 50","ref"
"igch2358","unknown","disposition"
"igch2358","Marquis de Lagoy, RN 1849, pp. 323-4","ref"
"igch2358","Blanchet, Traité, p. 544, no. 23","ref"
"igch2358","Crawford, RRCH 79","ref"
"igch2358","Noe 659 duplicates 658.","note"
"igch0937","Sofia 138","disposition"
"igch0937","Gerasimov, BIAB 8 (1934), p. 473","ref"
"igch2196","dispersed","disposition"
"igch2196","Orsi, NSc 1920, p. 338","ref"
"igch2196","AA 1921, p. 230","ref"
"igch0352","London 26 as indicated above;  Athens 74*; New York 6 (2 Cnossus of Athenian type, 2 Hierapytna of Athenian type, 1 Gortyna with &#x022;Roma&#x022; hd. ex Lockett 2566, 1 cist. Apameia); private coll. Athens 7 (New Style); cf. Schlessinger Feb. 4, 1935, 1052-5 (Hierapytna)","disposition"
"igch0352","Kambanis, BCH 1938, pp. 75-6","ref"
"igch0352","Raven, NC 1938, pp. 133-55, illus.","ref"
"igch0352","Thompson, Athens, pp. 516-7; NC 1962, pp. 313-4","ref"
"igch0352","Lewis, NC 1962, p. 283","ref"
"igch0352","* Two lots of coins acquired by Athens  before 1940 are surely part of this hd.: 44 New Style tetradr. (chiefly the late two-magistrate issues to Thomp- son 1267) and 30 cist. (13 Pergamum to 49/8 B.C., 1 Ephesus of 69 B.C., 1 Tralles of 56/5 B.C., 12 Apameia to 51-49 B.C., 3 Laodiceia to 51/0 B.C.)","note"
"igch0352","See also no. 318 above","note"
"igch2193","dispersed","disposition"
"igch2193","Cavallari, BullCommAntSic 7 (1874), pp. 22-3","ref"
"igch2193","Jenkins-Lewis, Carthage, p. 58","ref"
"igch2081","Syracuse","disposition"
"igch2081","Currò Pisanò, AIIN 1962-4, p. 223","ref"
"igch0564","private coll. Zagreb, 10","disposition"
"igch0564","Klemenc, Numismatika Zagreb 2-4 (1934-6),  pp. 128, 133","ref"
"igch0558","Tiranë","disposition"
"igch0558","Ceka, Studia Albanica 1 (1966), p. 218 (date of  discovery given as 1923)","ref"
"igch1188","dispersed","disposition"
"igch0381","unknown","disposition"
"igch0381","Information from W. Schwabacher","note"
"igch1012","dispersed","disposition"
"igch1012","Goertz, Drevnosti 2 (Moscow, 1870), pp. 236-8 (letters from Liutsenko) = Arkheologiches- kaia topografiia Tamanskogo poluostrova (Moscow, 1870), pp. 45-6 = Sobranie sochinenii I (St. Petersburg, 1898), pp. 54-5","ref"
"igch1012","Liutsenko, p. 26","ref"
"igch1012","Zograph, &#x022;Zolotye monety,&#x022; 3, 5","ref"
"igch1012","Shelov, VDI 1949, no. 2, pp. 96-7","ref"
"igch1012","Shelov considers this a hd.; Zograph, a  find of separate coins. Liutsenko, in his letter to Goertz, speaks of a find, provenance unknown, of &#x022;two gold double Cyzicene staters and three quarter-staters, a few silver coins of Apollonia, three gold staters of Panti- capaeum, etc.&#x022;","note"
"igch2061","Syracuse, 6 Zancle (Gagliardi  coll.); Käppeli, 2 Naxus (Kunstwerke der Antike, F17-18)","disposition"
"igch2061","Rizzo, MGS 1, pp. 141, fig. 31 and 143, fig. 33b","ref"
"igch1068","dispersed","disposition"
"igch1068","Liutsenko, p. 14","ref"
"igch1068","Prushevskaia, TONGE 1945, p. 23","ref"
"igch1068","Possibly from the same hd. as nos. 1069  and 1105 below","note"
"igch0840","Grand Duke Vladimir Alex- androvich part","disposition"
"igch0840","Mouchmov, BIAB 5 (1928-9), p. 384","ref"
"igch1583","dispersed","disposition"
"igch1583","Seyrig, Trésors du Levant (in press)","ref"
"igch1829","unknown","disposition"
"igch1829","Masson, Izv. Sredazkomstaris 3 (Tashkent, 1928),  p. 285","ref"
"igch1829","Al'khamova, Materialy Iuzhno-Turkmenskoi ar- kheologichcskoi kompleksnoi ekspeditsii I (Ashkhabad, 1949), p. 129, no. 4","ref"
"igch1829","According to Masson, Noe 1183 reported to  have appeared at Zarkent, c. 220 km. E of Tashkent, in 1924 and comprising 30 dr. of Sinatruces and Phraates III, was the same hd. Masson accepts Zarkent as the find place, but the region around Merv is far more likely","ref"
"igch2156","Syracuse","disposition"
"igch2156","Stillwell, AJA 1961, p. 280 (metal not stated)","ref"
"igch1998","Vlasto 8 (Cat. 819, 839, 841,  892, 906, 908, 913, 1088). Cat. 854 (there ascribed to N. 1057 = no. 1984 above) and 855-7 (there ascribed to N. 1058 = no. 1929 above) should perhaps be attributed to this hd. or to no. 2000 below","disposition"
"igch1998","Vlasto, RN 191T2, p. 283","ref"
"igch0797","dispersed","disposition"
"igch0797","Gerasimov, BIAB 17 (1950), p. 318","ref"
"igch0205","M. Wallace, Toronto (Lot A);  unknown (Lot B)","disposition"
"igch0205","Lot A was purchased by W. P. Wallace c. 1958  from a European dealer. Lot B was offered to him a few years later by an Athenian dealer who had had the hd. for some time. The similarity of contents suggests a com- mon source. Photos of both lots are on file in the ANS","note"
"igch2110","Syracuse","disposition"
"igch2110","Currò Pisanò, AIIN 1962-4, p. 223","ref"
"igch0094","New York 53 (51 Philip  tetradr. to Λ-bucranium issue, 2 Alex- ander didr.); F. P. Cockerell 319 (now &#x022;at the bottom of the Irish Sea&#x022; due to submarine warfare)","disposition"
"igch0094","E. T. Newell record in ANS","note"
"igch2012","London 50 quadrig.; Paris 1","disposition"
"igch2012","Le Gentilhomme, RN 1934, pp. 4-5","ref"
"igch2012","Breglia, Numismatica (1946), p. 5, note 8","ref"
"igch2012","Crawford, RRCH 34","ref"
"igch0999","dispersed","disposition"
"igch0999","Liutsenko (letter from P. Burachkov)","note"
"igch0999","Zograph, p. 123, note 4","ref"
"igch1227","London 5","disposition"
"igch1227","Information from E. S. G. Robinson","note"
"igch1227","The combination of early AR (Phocaea and  unc. mint) with late AE and AR from Lesbos is peculiar and throws some doubt on this hd.","note"
"igch0513","dispersed","disposition"
"igch0513","Moisil, BSNR 1920, p. 79","ref"
"igch0295","Athens","disposition"
"igch0295","Roussel, Délos, p. 48, note 4 (50)","ref"
"igch0295","Thompson, Athens (Delos | Γ), pp. 519-20","ref"
"igch0295","Lewis, NC 1962, p. 283","ref"
"igch0295","Hackens, BCH 1965, p. 516","ref"
"igch0295","The one bronze is mentioned only in  Svoronos' inventory","note"
"igch0184","Athens","disposition"
"igch0184","Varoucha, Epitymbion Christou Tsounta (Athens,  1941), p. 676, no. 7 (records 10 Ptolemaic)","ref"
"igch1255","Athens 2; Oxford 11; New  York 9 (Celenderis 7 = SNGBerry 1256-7, 1259-63; Tarsus 2)","disposition"
"igch1255","BCH 1960, pp. 493-4","ref"
"igch1255","Kraay, NC 1962, pp. 1-15, illus.","ref"
"igch0161","Athens 3","disposition"
"igch0161","Varoucha, BCH 1949, p. 520","ref"
"igch0467","dispersed","disposition"
"igch0467","Winkler, SCSCluj 1955, p. 72","ref"
"igch0467","Possibly the same find as no. 466 above","note"
"igch1493","dispersed","disposition"
"igch1493","Information from H. Seyrig","note"
"igch2087","dispersed","disposition"
"igch2087","Seen in commerce, 1965 (number listed above  estimated as about one third of total hd.)","ref"
"igch2087","The date of burial is that of Jenkins for the  beginning of his Grp. VI; the fdc specimens of Syracuse, however, are at least a decade earlier","note"
"igch2111","Boston (Brett 356 &#x022;from a  hoard found in Sicily, 1934&#x022;)","disposition"
"igch0992","Mus. of the Olbia Exc.?","disposition"
"igch0992","Information from P. O. Karyszkowski","note"
"igch2253","Syracuse","disposition"
"igch2253","Currò Pisanò, AIIN 1962-4, p. 225","ref"
"igch2253","Crawford, RRCH 494","ref"
"igch0552","Athens","disposition"
"igch0552","Varoucha, BCH 1956, p. 228","ref"
"igch0056","unknown","disposition"
"igch0056","Vlasto's record of varieties on file in ANS","note"
"igch1267","dispersed. Crowther F.P.L. 5,  1968, nos. GPA. 1-10","disposition"
"igch1267","Details of 26 coins on file in BM","note"
"igch0152","Paris 58 (19 ex Delepierre); Athens 7; New York 3; London 2; Oxford 3; Boston 1+; and others","disposition"
"igch0152","Varoucha, BCH 1960, p. 490, illus.","ref"
"igch0152","Le Rider, Monn. crét., pp. 19-49, illus. See also no. 153 below","ref"
"igch0908","dispersed","disposition"
"igch0908","Filow, BSAB 1 (1910), p. 227","ref"
"igch0908","See no. 909 below","ref"
"igch1542","New York c. 80 (casts or  rubbings of c. 20 more on file)","disposition"
"igch1542","Rostovtzeff, Anatolian Stud. Buckler, pp. 290 ff.,  illus.","ref"
"igch1542","Seyrig, Trésors du Levant (in press)","ref"
"igch1542","The Aradus and Chios may not belong  (Newell noted a difference in patina). Nearly all coins ctmkd. with anchor or radiate facing bust","note"
"igch1066","Leningrad","disposition"
"igch1066","Brabich, SA 1964, no. 4, pp. 193-5","ref"
"igch0446","J. P. Lawson 20; London 2  (ex Lawson); New York 2","disposition"
"igch0446","Hill, NC 1919, pp. 9-10, illus. (2)","ref"
"igch0446","Hill reports the staters were found with  other coins &#x022;of less value.&#x022; Noe (at no. 630) comments that a considerable number of these coins were in trade in Athens in 1923, indicating that the find was larger than Hill thought","note"
"igch0340","private coll., Athens","disposition"
"igch0340","Thompson, Athens, pp. 526 ff.","ref"
"igch0340","Price, NC 1964, pp. 27-36","ref"
"igch1324","London 14; Oxford 14; New  York 66","disposition"
"igch1324","Kroll, ANSMN 11 (1964), pp. 81-117, illus.","ref"
"igch1483","Paris 97; Beirut 5; private  coll. 2","disposition"
"igch1483","Kraay, JHS 1964, pp. 78 ff.; NC 1964, p. 20","ref"
"igch1483","Kraay-Moorey, RN 1968, pp. 210-35","ref"
"igch1483","Cahn, Knidos, p. 4; no. 32, 2","ref"
"igch1483","Starr, Athenian Coinage, pp. 47, 72, 85, 88","ref"
"igch1483","For the coins from Sidon and Tyre, Kraay uses the &#x022;light&#x022; shekel of 6-7 grams. as basic unit and doubles the number of shekels in each denomination (four- shekel piece instead of double-shekel, etc.)","note"
"igch1130","Sevastopol'","disposition"
"igch1130","Strzhletskii, KhSb 4 (1948), pp. 105-12","ref"
"igch1130","Takhtai, KhSb 4 (1948), pp. 113-25","ref"
"igch2306","Constantine","disposition"
"igch2306","Charrier, Description des monnaies de la Numidie  et de la Mauretanie (Macon, 1912), p. 10, note 1 (poor data: Athens given as &#x022;Athens or Carthage&#x022;)","ref"
"igch2306","Note by E. S. G. Robinson (1 Athens seen)","note"
"igch2221","dispersed","disposition"
"igch2221","Orsi's notes","ref"
"igch1699","unknown","disposition"
"igch1699","Quibell, The Ramesseum, Egyptian Research  Account (London, 1896), p. 13","ref"
"igch1699","Newell, NNM 68 (1935), pp. 64-7","ref"
"igch1083","museum material lost during  war","disposition"
"igch1083","Zograph, Ol'viia 1940, pp. 213, 238, nos. 163-7","ref"
"igch0807","unknown","disposition"
"igch0807","Hasluck, NC 1906, p. 26","ref"
"igch2317","unknown","disposition"
"igch2317","Sandars, Archaeologia 60 (1906), p. 89 (no details)","ref"
"igch0220","priv. colls. Athens (some)","disposition"
"igch0220","Hackens, Antidorum W. Peremans, p. 77, note 1","ref"
"igch1547","dispersed","disposition"
"igch1547","Seyrig, RN 1963, p. 62; Trésors du Levant (in press)","ref"
"igch1547","Most of the coins from Phaselis, Aspendus,  Perge, and Side have ctmks.: anchor or radiate facing bust","note"
"igch1495","dispersed","disposition"
"igch1495","Information from E. S. G. Robinson","note"
"igch1284","New York 18","disposition"
"igch1737","Baku","disposition"
"igch1737","Babaev-Kaziev, NE 9 (1971), pp. 16-32, illus.","ref"
"igch1737","The coins are described according to Ba- baev and Kaziev","note"
"igch0097","formerly J. P. Shear coll.  (stolen Dec. 1968)","disposition"
"igch0097","Information from owner","note"
"igch0503","Vraca","disposition"
"igch0503","Gerasimov, BIAB 30 (1967), p. 187","ref"
"igch0772","dispersed","disposition"
"igch0772","Mouchmov, BIAB 4 (1926-7), p. 323","ref"
"igch0221","Athens","disposition"
"igch0221","Papadakis, A Delt 1915, pp. 120, 145-7","ref"
"igch0221","Newell, NNM 68 (1935), pp. 11-23","ref"
"igch0221","Wallace, NNM 134 (1956), pp. 119 ff.","ref"
"igch0221","The AR triob. of Euboea included by Noe  was found on the cover of the pot and may not belong to the hd.","note"
"igch0547","dispersed","disposition"
"igch0547","Miletz, TRÉ 2 (1876), p. 167","ref"
"igch0547","Winkler, SCSCluj 1955, p. 100, 00, 26","ref"
"igch1619","New York some from Rouvier  Coll. but Newell's tickets do not in- dicate which pieces are from the hd.","disposition"
"igch1619","Rouvier, Jour. Asiatique 1898, p. 13","ref"
"igch1619","Six, AN 1886, p. 231, note 1","ref"
"igch0192","dispersed","disposition"
"igch0192","Wallace, Essays Robinson, pp. 205-6","ref"
"igch1447","dispersed","disposition"
"igch1447","Seyrig, RN 1963, p. 26, note 1 (c. 250 B.C.). The  Pergamene series includes coins of Attalus I","ref"
"igch1886","M. P. Vlasto 1 Taras","disposition"
"igch1886","Vlasto, NNM 15 (1922), p. 226, note 99","ref"
"igch0962","dispersed","disposition"
"igch0962","Filow, BSAB 3 (1912-13), p. 330","ref"
"igch0962","Mouchmov, BSAB 4 (1914), p. 274","ref"
"igch0962","AA 1914, p. 428","ref"
"igch1571","dispersed","disposition"
"igch1571","Information from H. Seyrig","note"
"igch1657","unknown","disposition"
"igch1657","Jenkins, NC 1955, p. 148, note 2","ref"
"igch0534","Sofia 12","disposition"
"igch0534","Gerasimov, BIAB 20 (1955), p. 606","ref"
"igch1868","unknown","disposition"
"igch1868","Information from R. B. Whitehead","note"
"igch0887","private coll., Sumen, in part","disposition"
"igch0887","Gerasimov, BIAB 29 (1966), p. 212","ref"
"igch1036","Tiflis (part, merged with main  coll.); New York 1","disposition"
"igch1036","Pakhomov, Neskol'ko slov o proiskhozhdenii  risunka 'Kolkhidok' (Batum, 1911), p. 7","ref"
"igch1036","Pakhomov I, 9","ref"
"igch1036","Zograph, &#x022;Nakhodky,&#x022; 35","ref"
"igch1036","Pochitonov, NListy 1959, no. 3/4, pp. 65-6","ref"
"igch1036","Lang, ANSMN 12 (1966), p. 224 (illus. ANS coin)","ref"
"igch1650","V. Adda, Alexandreia","disposition"
"igch1650","Robinson, NC 1960, pp. 33-6, illus.","ref"
"igch1942","dispersed","disposition"
"igch1942","A note in the ANS states that there were &#x022;literally  hundreds of varieties of these small pieces with varying symbols and letters, many unlisted in the Vlasto catalogue&#x022;","note"
"igch2126","dispersed","disposition"
"igch2126","Note in BM","ref"
"igch2082","Salinas (for Palermo); Virzi; Evans, then Jameson 579, 608, 620, 735, 737-8, 740, 761, 768","disposition"
"igch2082","Evans, NC 1894, pp. 201-16, illus.","ref"
"igch2082","Herzfelder, Rhegion, pp. 47-8","ref"
"igch2082","Kraay, Greek Coins and History (London, 1969), pp. 35-7","ref"
"igch2082","Jenkins, Gela, pp. 66-7, 160","ref"
"igch2082","Evans (p. 201) notes that two other hd.  had been found in recent years at the same spot; one of them may have been no. 2076 above","note"
"igch0497","dispersed","disposition"
"igch0497","Gerasimov, BIAB 18 (1952), p. 404","ref"
"igch2104","dispersed, but see no. 2106 and  2113 below","disposition"
"igch2104","Orsi's notes","ref"
"igch0532","Sofia 2","disposition"
"igch0532","Gerasimov, BIAB 15 (1946), p. 237","ref"
"igch0012","Athens","disposition"
"igch0012","Svoronos, JIAN 1898, pp. 367-78, illus.; Athènes,  pl. 3 (54 coins illus.)","ref"
"igch0012","Babelon, Traité II.1, pp. 766 ff., illus.","ref"
"igch0012","Seltman, Athens, p. 147","ref"
"igch0012","Kraay, NC 1956, p. 53; 1962, pp. 418-9","ref"
"igch0012","Wallace, NC 1962, pp. 34-5","ref"
"igch0012","Starr, Athenian Coinage, pp. 3-6, 87","ref"
"igch1112","Kiev","disposition"
"igch1112","Karyszkowski, NE 2 (1960), pp. 14-27","ref"
"igch1148","Kerch' (Hist.-Arch. Mus.)","disposition"
"igch1148","Golenko, NSf 1965, p. 45","ref"
"igch1731","unknown","disposition"
"igch1731","Catalogue of the Greek Papyri in the Rylands  Library at Manchester 2 (Manchester, 1915), no. 125","note"
"igch1731","Hunt-Edgar, Select Papyri 2 (Loeb, 1934), p. 259","ref"
"igch0293","Athens","disposition"
"igch0293","BCH 1895, pp. 462-3","ref"
"igch0293","Thompson, Athens, p. 519","ref"
"igch0293","Lewis, NC 1962, p. 283","ref"
"igch1216","nine-tenths melted; remainder  dispersed","disposition"
"igch1216","Borrell, NC 1846-7, pp. 165 f.","ref"
"igch1216","Six, NC 1877, p. 81","ref"
"igch1216","Schlumberger, L'argent grec, p. 6, no. 4","ref"
"igch1103","museum material lost during  war","disposition"
"igch1103","DAK 1901, no. 158","ref"
"igch1103","Bulletin International de Numismatique 1 (1902),  p. 43, no. 18","note"
"igch1103","OAK 1901 (publ. 1903), pp. 135, 171","note"
"igch1103","The sources cited by Noe give an obviously  exaggerated number of coins in the hoard","note"
"igch0062","Athens 1596 as listed;  Jameson 2089 (Sicyon st.)","disposition"
"igch0062","Svoronos, A Delt 1916, pp. 273-335, illus.","ref"
"igch0062","Newell, NNM 21 (1923), p. 36 (burial date)","ref"
"igch0062","Kraay, Greek Coins (London, 1969), no. 459  (burial date)","ref"
"igch0693","dispersed","disposition"
"igch0693","Gerasimov, BIAB 17 (1950), p. 317","ref"
"igch0473","Athens","disposition"
"igch1197","New York 176 (inc. 1 Croesus)","disposition"
"igch1197","Seyrig in Schlumberger, L'argent grec, pp. 56 f.","note"
"igch1197","Noe, NNM 136 (1956), pp. 1-22, illus.","ref"
"igch1197","According to Seyrig the single silver coin of  Croesus published with the hd. by Noe is intrusive","note"
"igch1323","London 1; Paris 1; Berlin 1","disposition"
"igch1323","Newton, NC 1871, pp. 19-27, illus.","ref"
"igch1323","Regling, Priene, pp. 9, 45","ref"
"igch2335","Tarragona","disposition"
"igch2335","Gomez-Moreno, Misceláneas (Madrid, 1949), pp.  178-9, illus.","ref"
"igch2335","de Guadan, Numisma 16 (1955), p. 17; MPER,  pp. 126-31","ref"
"igch2335","Raddatz, Schatzfunde, pp. 258-9, illus. (= Tivisa  hoard I)","ref"
"igch2335","Crawford, RRCH 94","ref"
"igch2335","Villaronga, MHC (forthcoming)","ref"
"igch2386","private coll., Arles","disposition"
"igch2386","Rolland, RN 1970, pp. 111-5, illus.","ref"
"igch2339","Gerona","disposition"
"igch2339","Maluquer-Oliva, Pyrenae 1965, pp. 85-123, illus.","ref"
"igch2194","R. E. Hart, now London","disposition"
"igch2194","Jenkins-Lewis, Carthage, p. 133","ref"
"igch1027","Zugdidi","disposition"
"igch1027","Pakhomov III, 642 (reports two hds. found at  the same place and apparently the same time)","ref"
"igch1027","Zograph, &#x022;Nakhodky,&#x022; 54","ref"
"igch0518","Budapest 6; Cluj 6","disposition"
"igch0518","Kenner, AfÖG 32 (1865), p. 122","ref"
"igch0425","Bucharest (Acad.) 2","disposition"
"igch0425","Winkler, SCSCluj 1955, p. 64, 9-9a","ref"
"igch1093","museum material lost during  war","disposition"
"igch1093","DAK 1879, p. 55","ref"
"igch2170","dispersed","disposition"
"igch2170","Eckhel, Doctrina num. vet. 1 (Leipzig, 1826),  p. lxxxii","ref"
"igch1918","Reggio","disposition"
"igch1918","Procopio, AIIN 1956, p. 221","ref"
"igch1918","Details noted by K at Reggio","note"
"igch0579","Belgrade","disposition"
"igch0579","Petrovič, Starinar 7 (1932), pp. 40-65, some illus.","ref"
"igch0579","RassNum. 1933, p. 25 (review of above)","ref"
"igch0742","Karlovo","disposition"
"igch0742","Gerasimov, BIAB 27 (1964), p. 237","ref"
"igch2279","London 2","disposition"
"igch2279","Note by E. S. G. Robinson in BM","note"
"igch1804","Paris 71; Teheran 25","disposition"
"igch1804","Unvalla, RN 1935, pp. 155-8","ref"
"igch1804","Le Rider, Suse, pp. 246-8, illus.","ref"
"igch1804","Fischer, SM 1968, p. 11","ref"
"igch1804","For the attribution of Seleucid coins to  Antiocheia-Charax Spasinou and of the tetradrachm to Demetrius II, Susa, see O. Mørkholm, AArch. 1965, pp. 150, 152 ff.; ANSMN 16 (1970), pp. 31-4","note"
"igch1111","dispersed","disposition"
"igch1111","Burachkov, p. 6","ref"
"igch1111","Goshkevich, pp. 60, 71","ref"
"igch1111","Zograph, p. 129","ref"
"igch1111","Kropotkin, Klady rimskikh monet na territorii  SSSR (Svod Arkheologicheskikh Istochnikov, G4-4) (Moscow, [961), 761","ref"
"igch2035","Teramo","disposition"
"igch2035","Savini, Rivista Abruzzese 1912, p. 221","ref"
"igch2035","Thomsen, ERC I, p. 116","ref"
"igch2035","Crawford, RRCH 77","ref"
"igch1756","Berlin 1","disposition"
"igch1756","Weckbecker, WNM 1865, pp. 98-9","ref"
"igch0272","Myconos","disposition"
"igch0272","Varoucha, A Delt 1961-62, Chronika, pp. 5-6,  some illus.","ref"
"igch0272","Hackens, BCH 1965, pp. 515-6 (32 tetradr.,  2 dr. seen at Myconos)","ref"
"igch2203","Agrigento","disposition"
"igch2203","Miro, AIIN 1955, p. 95","ref"
"igch0695","Plovdiv","disposition"
"igch0695","Reported by T. Gerasimov","note"
"igch0183","Athens","disposition"
"igch0183","Information from M. Oeconomides","note"
"igch1670","Oxford 261 (ex Strachan Da- vidson); London 57 (ex Chester 1875- 1880, possibly from this hd.); New York 12","disposition"
"igch1670","Newell, Tyrus, p. 10","ref"
"igch1670","Jenkins, ANSMN 9 (1960), pp. 29-30 (summary  of Oxford coins only)","ref"
"igch1030","Tiflis","disposition"
"igch1030","Pakhomov IV, 995","ref"
"igch0118","Athens","disposition"
"igch0118","Varoucha, BCH 1956, p. 228","ref"
"igch0151","Herakleion 49","disposition"
"igch0151","Le Rider, Monn. crét., pp. 7-11, 47-8","ref"
"igch1005","museum material lost during  war","disposition"
"igch1005","Fabritsius, Arkheologicheskaia karta Pricherno- mor'ia Ukrainskoi SSR, issue 1 (Kiev, 1951), p. 106 (inaccurate)","ref"
"igch0888","New York 161 as listed; von  Post 25 ?","disposition"
"igch0888","Thompson, NC 1962, p. 317, note 3","ref"
"igch0888","Seyrig, RN 1963, pp. 14-5 (for attribution of  some Pella issues to Philip V)","ref"
"igch0888","Some issues ctmk. at Byzantium, Cyzicus,  Calchedon and Pergamum","note"
"igch2010","dispersed","disposition"
"igch2010","Ruggiero, Degli scavi di antichità nelle prov. . . .  Napoli, 1743-1876 (Naples, 1888), p. 325","ref"
"igch2010","Crawford, RRCH 35","ref"
"igch1686","G. Armes","disposition"
